epoch,batchid,loss
1, 0,0.000137984330649
1, 1,0.000784625881352
1, 2,0.000671200221404
1, 3,0.000115750168334
1, 4,0.000005270289876
1, 5,0.000303822162095
1, 6,0.000001413433438
1, 7,0.000018988928787
1, 8,0.001396073843352
1, 9,0.000000367756343
1, 10,0.000228386110393
1, 11,0.000871210067999
1, 12,0.000353071867721
1, 13,0.000294941884931
1, 14,0.001108180382289
1, 15,0.000352521572495
1, 16,0.000592553755268
1, 17,0.000155388916028
1, 18,0.000049599992053
1, 19,0.000139227384352
1, 20,0.000201612740057
1, 21,0.000039250506234
1, 22,0.000718535389751
1, 23,0.001326695550233
1, 24,0.000010991081581
1, 25,0.000041762421461
1, 26,0.000369446934201
1, 27,0.000134116475238
1, 28,0.000164954311913
1, 29,0.000079172932601
1, 30,0.000237798085436
1, 31,0.000078181052231
1, 32,0.000894271885045
1, 33,0.000260471599177
1, 34,0.000217308959691
1, 35,0.000002295236300
1, 36,0.001461117528379
1, 37,0.000088857261289
1, 38,0.000113723093818
1, 39,0.000449776940513
1, 40,0.000000269959145
1, 41,0.000215162013774
1, 42,0.000040755330701
1, 43,0.000000705885896
1, 44,0.000018399579858
1, 45,0.000229230805417
1, 46,0.000059296711697
1, 47,0.000012737478755
1, 48,0.000350450514816
1, 49,0.000113749745651
1, 50,0.000075090989412
1, 51,0.000091864239948
1, 52,0.001551927533001
1, 53,0.000811521895230
1, 54,0.000005367398899
1, 55,0.000296626210911
1, 56,0.000311957905069
1, 57,0.001761265331879
1, 58,0.001383207272738
1, 59,0.001030130079016
1, 60,0.000064443935116
1, 61,0.001539021264762
1, 62,0.002308920491487
1, 63,0.000009628069165
1, 64,0.000000756166742
1, 65,0.001265810104087
1, 66,0.000003615285323
1, 67,0.001411801553331
1, 68,0.000041025581595
1, 69,0.000223153794650
1, 70,0.000002745201982
1, 71,0.000327105139149
1, 72,0.001353761181235
1, 73,0.000326763256453
1, 74,0.000018696631741
1, 75,0.001551764784381
1, 76,0.001665383344516
1, 77,0.000066955508373
1, 78,0.002942295745015
1, 79,0.001245855353773
1, 80,0.000141696495120
1, 81,0.000006707047760
1, 82,0.000037630048610
1, 83,0.000004199715931
1, 84,0.000308212824166
1, 85,0.000414069014369
1, 86,0.001024846802466
1, 87,0.000630170514341
1, 88,0.000316533085424
1, 89,0.001253113616258
1, 90,0.000012223070371
1, 91,0.000597956124693
1, 92,0.000786107499152
1, 93,0.000360218371497
1, 94,0.001841713674366
1, 95,0.000369491521269
1, 96,0.000315864599543
1, 97,0.000090849411208
1, 98,0.000015833182260
1, 99,0.000015731957319
1, 100,0.001830861438066
1, 101,0.000148990977323
1, 102,0.000112148081826
1, 103,0.000594311568420
1, 104,0.000014974886653
1, 105,0.000481243943796
1, 106,0.000001139165761
1, 107,0.001366912270896
1, 108,0.000204530952033
1, 109,0.000229650817346
1, 110,0.000212070604903
1, 111,0.000334837764967
1, 112,0.001547986641526
1, 113,0.000448579143267
1, 114,0.000133901470690
1, 115,0.001423043664545
1, 116,0.000077330580098
1, 117,0.000080094359873
1, 118,0.000015138509298
1, 119,0.000000372421113
1, 120,0.000314885313855
1, 121,0.000022963989977
1, 122,0.000185334487469
1, 123,0.000003137249905
1, 124,0.000029127084417
1, 125,0.001700381282717
1, 126,0.000210461032111
1, 127,0.000189036683878
1, 128,0.000092657755886
1, 129,0.001692077843472
1, 130,0.000129382271552
1, 131,0.001455431920476
1, 132,0.000134440429974
1, 133,0.000029679802537
1, 134,0.000436174188508
1, 135,0.000392268353608
1, 136,0.000105218692624
1, 137,0.001110411947593
1, 138,0.000259902008111
1, 139,0.002307286486030
1, 140,0.000007271546110
1, 141,0.000201186048798
1, 142,0.000195508182514
1, 143,0.000005008475455
1, 144,0.000443572382210
1, 145,0.000286806462100
1, 146,0.000565292139072
1, 147,0.001272030174732
1, 148,0.000159185292432
1, 149,0.000056833843701
1, 150,0.000185268741916
1, 151,0.000229241268244
1, 152,0.001381763722748
1, 153,0.000003047580321
1, 154,0.000342681334587
1, 155,0.000002974576546
1, 156,0.000275249301922
1, 157,0.000175344874151
1, 158,0.000560545187909
1, 159,0.000251391989877
1, 160,0.000552248849999
1, 161,0.000100853350887
1, 162,0.000394348171540
1, 163,0.001583863049746
1, 164,0.000073512317613
1, 165,0.000380676938221
1, 166,0.000295007164823
1, 167,0.000157812857651
1, 168,0.000004359934337
1, 169,0.000958220625762
1, 170,0.000324506923789
1, 171,0.000081252728705
1, 172,0.002037063008174
1, 173,0.000145267666085
1, 174,0.000095947019872
1, 175,0.000441717973445
1, 176,0.000016348942154
1, 177,0.000598205486313
1, 178,0.000012130006326
1, 179,0.001888046506792
1, 180,0.000252086581895
1, 181,0.000007695610293
1, 182,0.000000460364049
1, 183,0.000262935151113
1, 184,0.000204629395739
1, 185,0.000261532026343
1, 186,0.000167994774529
1, 187,0.000159335017088
1, 188,0.000277555431239
1, 189,0.000173063453985
1, 190,0.001711986493319
1, 191,0.000089586959803
1, 192,0.000757703615818
1, 193,0.000005508219147
1, 194,0.001028751255944
1, 195,0.000435830588685
1, 196,0.000000338105139
1, 197,0.000206655167858
1, 198,0.000000830815168
1, 199,0.000002181248192
1, 200,0.000356170174200
1, 201,0.000363868253771
