,test_epoch,test_loss,train_epoch,train_loss
0,1,7.347296228133669e-07,1,0.00031101278211194806
1,2,7.361004337616643e-07,2,1.928586706427236e-05
2,3,7.218793079432535e-07,3,1.9258765815576285e-05
3,4,7.142605149861289e-07,4,1.9087386850179063e-05
4,5,7.136682306443883e-07,5,1.910065982661539e-05
5,6,7.199232750113492e-07,6,1.9065714305939492e-05
6,7,7.238567842534675e-07,7,1.874425336807314e-05
