,test_epoch,test_loss,train_epoch,train_loss
0,1,0.00011367702750601559,1,0.0001556857895593794
1,2,0.00011360486292768141,2,0.00015559190956647244
2,3,0.00011353492606005244,3,0.00015562253473561796
3,4,0.00011352643753171127,4,0.0001555778163280012
4,5,0.00011353273542448332,5,0.00015562543642623372
5,6,0.0001137209238159869,6,0.00015562694741718837
6,7,0.00011357493258575292,7,0.0001555890864364677
7,8,0.00011377981645060264,8,0.00015565475944379477
8,9,0.00011409743374293321,9,0.0001556000080088055
9,10,0.00011369700040691516,10,0.00015562998401775425
10,11,0.0001137003775553568,11,0.00015561501584303108
11,12,0.00011372860452907517,12,0.00015556481952684953
12,13,0.00011361518097836646,13,0.00015559095095745232
13,14,0.00011362551463532936,14,0.00015554569535778886
14,15,0.00011343339276840928,15,0.0001555043732718365
15,16,0.00011353744989139499,16,0.00015549619892136408
16,17,0.00011366563344388777,17,0.0001555164361608544
17,18,0.00011357690423086165,18,0.00015559208616892713
18,19,0.00011354291735640821,19,0.0001554623018769415
19,20,0.00011352085931671362,20,0.00015546646740263254
20,21,0.0001135509788051324,21,0.00015553107621333654
21,22,0.0001136346814736325,22,0.00015553828987281384
22,23,0.00011384366463910273,23,0.0001554907648805107
23,24,0.00011370767227501426,24,0.0001554783409050407
24,25,0.00011347716286852627,25,0.00015548803198694522
25,26,0.0001137355686708342,26,0.00015551793467057757
26,27,0.00011363375383758583,27,0.00015550610577213242
27,28,0.00011354263016803221,28,0.00015549661014279835
28,29,0.00011365601543923386,29,0.00015549814008036995
29,30,0.00011345632670547854,30,0.0001554387701264259
30,31,0.00011381794503925896,31,0.00015541519904960268
31,32,0.00011362337462421348,32,0.0001554482270570609
32,33,0.00011374996527020774,33,0.00015540559929295346
33,34,0.0001136791004616002,34,0.00015537826050344508
34,35,0.00011372565893418853,35,0.00015538178226711709
35,36,0.00011381264453859435,36,0.00015537040581441161
36,37,0.00011363487054290697,37,0.00015538552894628862
37,38,0.00011373375981511228,38,0.00015540468167835308
38,39,0.00011396411385987935,39,0.00015544437966887338
39,40,0.00011375649063594989,40,0.00015537832123432464
40,41,0.00011356261394385682,41,0.0001553750281153449
41,42,0.0001137807707584128,42,0.00015535632766600486
42,43,0.00011363488450688413,43,0.00015532154858149396
43,44,0.00011357430755395096,44,0.0001554125301389069
44,45,0.00011362591534324231,45,0.00015536123016808453
45,46,0.00011356037037259779,46,0.0001553440020696623
46,47,0.00011354819570550717,47,0.00015538787945263823
47,48,0.00011402045324073987,48,0.000155409877860815
48,49,0.00011407250689241764,49,0.0001553619203468521
49,50,0.00011388016354249883,50,0.0001553646304618735
50,51,0.00011397485217984354,51,0.0001553022816986789
51,52,0.00011364613316655007,52,0.00015529405405058464
52,53,0.00011391583302521837,53,0.0001553369242110537
53,54,0.00011389731360259892,54,0.00015527964856389858
54,55,0.00011383197777764089,55,0.00015525675753662893
55,56,0.00011346668642810861,56,0.00015524735320958478
56,57,0.00011359881258405021,57,0.00015521910602693664
57,58,0.00011388722460500837,58,0.0001552840520630859
58,59,0.00011379317218718248,59,0.0001551938519377888
59,60,0.00011369476693968496,60,0.00015519106547893794
