epoch,batchid,loss
1, 0,0.015231319703162
1, 1,0.014425018802285
1, 2,0.012519772164524
1, 3,0.008804350160062
1, 4,0.010914474725723
1, 5,0.004365365952253
1, 6,0.004577760118991
1, 7,0.004689260385931
1, 8,0.004471846856177
1, 9,0.003738324157894
1, 10,0.002861090004444
1, 11,0.001848865998909
1, 12,0.001966710900888
1, 13,0.001557210925967
1, 14,0.001345929806121
1, 15,0.001097320578992
1, 16,0.001061573042534
1, 17,0.000960684497841
1, 18,0.000871014664881
1, 19,0.001116871833801
1, 20,0.001357423374429
1, 21,0.000527739466634
1, 22,0.000700009346474
1, 23,0.000446345948149
1, 24,0.000403502752306
1, 25,0.000585576344747
1, 26,0.000797630986199
1, 27,0.000772992905695
1, 28,0.000759296875913
1, 29,0.000954499817453
1, 30,0.000711319036782
1, 31,0.000478494563140
1, 32,0.000236277206568
1, 33,0.000218021217734
1, 34,0.000649891735520
1, 35,0.000415537739173
1, 36,0.000179558584932
1, 37,0.000388181855669
1, 38,0.000153498811414
1, 39,0.000144266319694
1, 40,0.000353707873728
1, 41,0.000337625795510
1, 42,0.000568867661059
1, 43,0.000349143636413
1, 44,0.000324487860780
1, 45,0.000550421013031
1, 46,0.000316455087159
1, 47,0.000309952360112
1, 48,0.000082884085714
1, 49,0.000081864003732
1, 50,0.000516187748872
1, 51,0.000075776741141
1, 52,0.000511502614245
1, 53,0.000289116287604
1, 54,0.000286475755274
1, 55,0.000062745020841
1, 56,0.000504600815475
1, 57,0.000279437284917
1, 58,0.000501362956129
1, 59,0.000274484220427
1, 60,0.000496553606354
1, 61,0.000494900450576
1, 62,0.000269416690571
1, 63,0.000047916128096
1, 64,0.000266314134933
1, 65,0.000487175653689
1, 66,0.000263863767032
1, 67,0.000262214947725
1, 68,0.000038891128497
1, 69,0.000260000553681
1, 70,0.000479118025396
1, 71,0.000256636965787
1, 72,0.000255388615187
1, 73,0.000253348785918
1, 74,0.000696519855410
1, 75,0.000473126885481
1, 76,0.000250024313573
1, 77,0.000027435555239
1, 78,0.000247624178883
1, 79,0.000469453865662
1, 80,0.000024027733161
1, 81,0.000467684702016
1, 82,0.000465329852886
1, 83,0.000464778946480
1, 84,0.000241807778366
1, 85,0.000019543709641
1, 86,0.000240338529693
1, 87,0.000239192580921
1, 88,0.000016531379515
1, 89,0.000015925363186
1, 90,0.000458542897832
1, 91,0.000014486614418
1, 92,0.000235449057072
1, 93,0.000234868333791
1, 94,0.000234475766774
1, 95,0.000233757600654
1, 96,0.000454721914139
1, 97,0.000010802246834
1, 98,0.000453574408311
1, 99,0.000231567799347
1, 100,0.000230787321925
1, 101,0.000008855930901
1, 102,0.000230402336456
1, 103,0.000229730154388
1, 104,0.000008249824532
1, 105,0.000007474378435
1, 106,0.000007464141163
1, 107,0.000228893390158
1, 108,0.000450521853054
1, 109,0.000893510470632
1, 110,0.000671976595186
1, 111,0.000227971948334
1, 112,0.000006338505955
1, 113,0.000005781261734
1, 114,0.000227732976782
1, 115,0.000449406245025
1, 116,0.000448674021754
1, 117,0.000226844858844
1, 118,0.000004908116807
1, 119,0.000448439532192
1, 120,0.000226419768296
1, 121,0.000448023813078
1, 122,0.000004536358574
1, 123,0.000447781902039
1, 124,0.000447781902039
1, 125,0.000225652765948
1, 126,0.000226063828450
1, 127,0.000225672047236
1, 128,0.000003705932613
1, 129,0.000003740239890
1, 130,0.000225262701861
1, 131,0.000447033497039
1, 132,0.000003473524657
1, 133,0.000003387993502
1, 134,0.000225109804887
1, 135,0.000003286423862
1, 136,0.000003184271463
1, 137,0.000003102815526
1, 138,0.000002953217745
1, 139,0.000447025260655
1, 140,0.000003051520935
1, 141,0.000224947914830
1, 142,0.000224952513236
1, 143,0.000224879622692
1, 144,0.000667825806886
1, 145,0.000224899544264
1, 146,0.000002880328339
1, 147,0.000224680683459
1, 148,0.000002723697207
1, 149,0.000002570064453
1, 150,0.000224641640671
